data/input/fsm/intensity/fsm004.intensity.mgz,data/input/fsm/t2/fsm004.t2.mgz,data/input/fsm/qt1/fsm004.qt1.mgz,data/input/fsm/labels/fsm004.dc.labels.mgz
data/input/fsm/intensity/fsm004.intensity.mgz,data/input/fsm/t2/fsm004.t2.mgz,data/input/fsm/qt1/fsm004.qt1.mgz,data/input/fsm/labels/fsm004.jm.labels.mgz
data/input/fsm/intensity/fsm005.intensity.mgz,data/input/fsm/t2/fsm005.t2.mgz,data/input/fsm/qt1/fsm005.qt1.mgz,data/input/fsm/labels/fsm005.dc.labels.mgz
data/input/fsm/intensity/fsm005.intensity.mgz,data/input/fsm/t2/fsm005.t2.mgz,data/input/fsm/qt1/fsm005.qt1.mgz,data/input/fsm/labels/fsm005.jm.labels.mgz
data/input/fsm/intensity/fsm006.intensity.mgz,data/input/fsm/t2/fsm006.t2.mgz,data/input/fsm/qt1/fsm006.qt1.mgz,data/input/fsm/labels/fsm006.dc.labels.mgz
data/input/fsm/intensity/fsm006.intensity.mgz,data/input/fsm/t2/fsm006.t2.mgz,data/input/fsm/qt1/fsm006.qt1.mgz,data/input/fsm/labels/fsm006.jm.labels.mgz
data/input/fsm/intensity/fsm007.intensity.mgz,data/input/fsm/t2/fsm007.t2.mgz,data/input/fsm/qt1/fsm007.qt1.mgz,data/input/fsm/labels/fsm007.dc.labels.mgz
data/input/fsm/intensity/fsm007.intensity.mgz,data/input/fsm/t2/fsm007.t2.mgz,data/input/fsm/qt1/fsm007.qt1.mgz,data/input/fsm/labels/fsm007.jm.labels.mgz
data/input/fsm/intensity/fsm008.intensity.mgz,data/input/fsm/t2/fsm008.t2.mgz,data/input/fsm/qt1/fsm008.qt1.mgz,data/input/fsm/labels/fsm008.dc.labels.mgz
data/input/fsm/intensity/fsm008.intensity.mgz,data/input/fsm/t2/fsm008.t2.mgz,data/input/fsm/qt1/fsm008.qt1.mgz,data/input/fsm/labels/fsm008.jm.labels.mgz
data/input/fsm/intensity/fsm009.intensity.mgz,data/input/fsm/t2/fsm009.t2.mgz,data/input/fsm/qt1/fsm009.qt1.mgz,data/input/fsm/labels/fsm009.dc.labels.mgz
data/input/fsm/intensity/fsm009.intensity.mgz,data/input/fsm/t2/fsm009.t2.mgz,data/input/fsm/qt1/fsm009.qt1.mgz,data/input/fsm/labels/fsm009.jm.labels.mgz
data/input/fsm/intensity/fsm010.intensity.mgz,data/input/fsm/t2/fsm010.t2.mgz,data/input/fsm/qt1/fsm010.qt1.mgz,data/input/fsm/labels/fsm010.dc.labels.mgz
data/input/fsm/intensity/fsm010.intensity.mgz,data/input/fsm/t2/fsm010.t2.mgz,data/input/fsm/qt1/fsm010.qt1.mgz,data/input/fsm/labels/fsm010.jm.labels.mgz
data/input/fsm/intensity/fsm011.intensity.mgz,data/input/fsm/t2/fsm011.t2.mgz,data/input/fsm/qt1/fsm011.qt1.mgz,data/input/fsm/labels/fsm011.dc.labels.mgz
data/input/fsm/intensity/fsm011.intensity.mgz,data/input/fsm/t2/fsm011.t2.mgz,data/input/fsm/qt1/fsm011.qt1.mgz,data/input/fsm/labels/fsm011.jm.labels.mgz
data/input/fsm/intensity/fsm012.intensity.mgz,data/input/fsm/t2/fsm012.t2.mgz,data/input/fsm/qt1/fsm012.qt1.mgz,data/input/fsm/labels/fsm012.dc.labels.mgz
data/input/fsm/intensity/fsm012.intensity.mgz,data/input/fsm/t2/fsm012.t2.mgz,data/input/fsm/qt1/fsm012.qt1.mgz,data/input/fsm/labels/fsm012.jm.labels.mgz
data/input/fsm/intensity/fsm013.intensity.mgz,data/input/fsm/t2/fsm013.t2.mgz,data/input/fsm/qt1/fsm013.qt1.mgz,data/input/fsm/labels/fsm013.dc.labels.mgz
data/input/fsm/intensity/fsm013.intensity.mgz,data/input/fsm/t2/fsm013.t2.mgz,data/input/fsm/qt1/fsm013.qt1.mgz,data/input/fsm/labels/fsm013.jm.labels.mgz
data/input/fsm/intensity/fsm014.intensity.mgz,data/input/fsm/t2/fsm014.t2.mgz,data/input/fsm/qt1/fsm014.qt1.mgz,data/input/fsm/labels/fsm014.dc.labels.mgz
data/input/fsm/intensity/fsm014.intensity.mgz,data/input/fsm/t2/fsm014.t2.mgz,data/input/fsm/qt1/fsm014.qt1.mgz,data/input/fsm/labels/fsm014.jm.labels.mgz
data/input/fsm/intensity/fsm015.intensity.mgz,data/input/fsm/t2/fsm015.t2.mgz,data/input/fsm/qt1/fsm015.qt1.mgz,data/input/fsm/labels/fsm015.dc.labels.mgz
data/input/fsm/intensity/fsm015.intensity.mgz,data/input/fsm/t2/fsm015.t2.mgz,data/input/fsm/qt1/fsm015.qt1.mgz,data/input/fsm/labels/fsm015.jm.labels.mgz
data/input/fsm/intensity/fsm017.intensity.mgz,data/input/fsm/t2/fsm017.t2.mgz,data/input/fsm/qt1/fsm017.qt1.mgz,data/input/fsm/labels/fsm017.dc.labels.mgz
data/input/fsm/intensity/fsm017.intensity.mgz,data/input/fsm/t2/fsm017.t2.mgz,data/input/fsm/qt1/fsm017.qt1.mgz,data/input/fsm/labels/fsm017.jm.labels.mgz
data/input/fsm/intensity/fsm018.intensity.mgz,data/input/fsm/t2/fsm018.t2.mgz,data/input/fsm/qt1/fsm018.qt1.mgz,data/input/fsm/labels/fsm018.dc.labels.mgz
data/input/fsm/intensity/fsm018.intensity.mgz,data/input/fsm/t2/fsm018.t2.mgz,data/input/fsm/qt1/fsm018.qt1.mgz,data/input/fsm/labels/fsm018.jm.labels.mgz
data/input/fsm/intensity/fsm019.intensity.mgz,data/input/fsm/t2/fsm019.t2.mgz,data/input/fsm/qt1/fsm019.qt1.mgz,data/input/fsm/labels/fsm019.dc.labels.mgz
data/input/fsm/intensity/fsm019.intensity.mgz,data/input/fsm/t2/fsm019.t2.mgz,data/input/fsm/qt1/fsm019.qt1.mgz,data/input/fsm/labels/fsm019.jm.labels.mgz
data/input/fsm/intensity/fsm020.intensity.mgz,data/input/fsm/t2/fsm020.t2.mgz,data/input/fsm/qt1/fsm020.qt1.mgz,data/input/fsm/labels/fsm020.dc.labels.mgz
data/input/fsm/intensity/fsm020.intensity.mgz,data/input/fsm/t2/fsm020.t2.mgz,data/input/fsm/qt1/fsm020.qt1.mgz,data/input/fsm/labels/fsm020.jm.labels.mgz
data/input/fsm/intensity/fsm021.intensity.mgz,data/input/fsm/t2/fsm021.t2.mgz,data/input/fsm/qt1/fsm021.qt1.mgz,data/input/fsm/labels/fsm021.dc.labels.mgz
data/input/fsm/intensity/fsm021.intensity.mgz,data/input/fsm/t2/fsm021.t2.mgz,data/input/fsm/qt1/fsm021.qt1.mgz,data/input/fsm/labels/fsm021.jm.labels.mgz
data/input/fsm/intensity/fsm022.intensity.mgz,data/input/fsm/t2/fsm022.t2.mgz,data/input/fsm/qt1/fsm022.qt1.mgz,data/input/fsm/labels/fsm022.dc.labels.mgz
data/input/fsm/intensity/fsm022.intensity.mgz,data/input/fsm/t2/fsm022.t2.mgz,data/input/fsm/qt1/fsm022.qt1.mgz,data/input/fsm/labels/fsm022.jm.labels.mgz
data/input/fsm/intensity/fsm023.intensity.mgz,data/input/fsm/t2/fsm023.t2.mgz,data/input/fsm/qt1/fsm023.qt1.mgz,data/input/fsm/labels/fsm023.dc.labels.mgz
data/input/fsm/intensity/fsm023.intensity.mgz,data/input/fsm/t2/fsm023.t2.mgz,data/input/fsm/qt1/fsm023.qt1.mgz,data/input/fsm/labels/fsm023.jm.labels.mgz
data/input/fsm/intensity/fsm025.intensity.mgz,data/input/fsm/t2/fsm025.t2.mgz,data/input/fsm/qt1/fsm025.qt1.mgz,data/input/fsm/labels/fsm025.dc.labels.mgz
data/input/fsm/intensity/fsm025.intensity.mgz,data/input/fsm/t2/fsm025.t2.mgz,data/input/fsm/qt1/fsm025.qt1.mgz,data/input/fsm/labels/fsm025.jm.labels.mgz
data/input/fsm/intensity/fsm026.intensity.mgz,data/input/fsm/t2/fsm026.t2.mgz,data/input/fsm/qt1/fsm026.qt1.mgz,data/input/fsm/labels/fsm026.dc.labels.mgz
data/input/fsm/intensity/fsm026.intensity.mgz,data/input/fsm/t2/fsm026.t2.mgz,data/input/fsm/qt1/fsm026.qt1.mgz,data/input/fsm/labels/fsm026.jm.labels.mgz
data/input/fsm/intensity/fsm027.intensity.mgz,data/input/fsm/t2/fsm027.t2.mgz,data/input/fsm/qt1/fsm027.qt1.mgz,data/input/fsm/labels/fsm027.dc.labels.mgz
data/input/fsm/intensity/fsm027.intensity.mgz,data/input/fsm/t2/fsm027.t2.mgz,data/input/fsm/qt1/fsm027.qt1.mgz,data/input/fsm/labels/fsm027.jm.labels.mgz
data/input/fsm/intensity/fsm028.intensity.mgz,data/input/fsm/t2/fsm028.t2.mgz,data/input/fsm/qt1/fsm028.qt1.mgz,data/input/fsm/labels/fsm028.dc.labels.mgz
data/input/fsm/intensity/fsm028.intensity.mgz,data/input/fsm/t2/fsm028.t2.mgz,data/input/fsm/qt1/fsm028.qt1.mgz,data/input/fsm/labels/fsm028.jm.labels.mgz
data/input/fsm/intensity/fsm029.intensity.mgz,data/input/fsm/t2/fsm029.t2.mgz,data/input/fsm/qt1/fsm029.qt1.mgz,data/input/fsm/labels/fsm029.dc.labels.mgz
data/input/fsm/intensity/fsm029.intensity.mgz,data/input/fsm/t2/fsm029.t2.mgz,data/input/fsm/qt1/fsm029.qt1.mgz,data/input/fsm/labels/fsm029.jm.labels.mgz
data/input/fsm/intensity/fsm031.intensity.mgz,data/input/fsm/t2/fsm031.t2.mgz,data/input/fsm/qt1/fsm031.qt1.mgz,data/input/fsm/labels/fsm031.dc.labels.mgz
data/input/fsm/intensity/fsm031.intensity.mgz,data/input/fsm/t2/fsm031.t2.mgz,data/input/fsm/qt1/fsm031.qt1.mgz,data/input/fsm/labels/fsm031.jm.labels.mgz
data/input/fsm/intensity/fsm033.intensity.mgz,data/input/fsm/t2/fsm033.t2.mgz,data/input/fsm/qt1/fsm033.qt1.mgz,data/input/fsm/labels/fsm033.dc.labels.mgz
data/input/fsm/intensity/fsm033.intensity.mgz,data/input/fsm/t2/fsm033.t2.mgz,data/input/fsm/qt1/fsm033.qt1.mgz,data/input/fsm/labels/fsm033.jm.labels.mgz
data/input/fsm/intensity/fsm035.intensity.mgz,data/input/fsm/t2/fsm035.t2.mgz,data/input/fsm/qt1/fsm035.qt1.mgz,data/input/fsm/labels/fsm035.dc.labels.mgz
data/input/fsm/intensity/fsm035.intensity.mgz,data/input/fsm/t2/fsm035.t2.mgz,data/input/fsm/qt1/fsm035.qt1.mgz,data/input/fsm/labels/fsm035.jm.labels.mgz
data/input/fsm/intensity/fsm036.intensity.mgz,data/input/fsm/t2/fsm036.t2.mgz,data/input/fsm/qt1/fsm036.qt1.mgz,data/input/fsm/labels/fsm036.dc.labels.mgz
data/input/fsm/intensity/fsm036.intensity.mgz,data/input/fsm/t2/fsm036.t2.mgz,data/input/fsm/qt1/fsm036.qt1.mgz,data/input/fsm/labels/fsm036.jm.labels.mgz
data/input/fsm/intensity/fsm038.intensity.mgz,data/input/fsm/t2/fsm038.t2.mgz,data/input/fsm/qt1/fsm038.qt1.mgz,data/input/fsm/labels/fsm038.dc.labels.mgz
data/input/fsm/intensity/fsm038.intensity.mgz,data/input/fsm/t2/fsm038.t2.mgz,data/input/fsm/qt1/fsm038.qt1.mgz,data/input/fsm/labels/fsm038.jm.labels.mgz
data/input/fsm/intensity/fsm039.intensity.mgz,data/input/fsm/t2/fsm039.t2.mgz,data/input/fsm/qt1/fsm039.qt1.mgz,data/input/fsm/labels/fsm039.dc.labels.mgz
